X,id,date,hour,lon,lat,x,y,distppa,colonia,cluster
282,49138,2020-02-18,16:00:00,-64.680534,-54.858665,392126.3695,3919642.191,46.9879661166844,1,26
278,49138,2020-02-18,04:00:00,-64.67627,-54.861866,392408.5727,3919292.604,8.11441890525213,1,28
285,49138,2020-02-19,04:00:00,-64.67627,-54.861866,392408.5727,3919292.604,8.11441890525213,1,28
289,49138,2020-02-19,16:00:00,-64.6752,-54.865067,392485.762,3918938.103,107.534899589278,1,32
296,49138,2020-02-20,16:00:00,-64.67627,-54.862934,392411.4164,3919173.778,44.0427667206927,1,21
292,49138,2020-02-20,04:00:00,-64.67627,-54.861866,392408.5727,3919292.604,8.11441890525213,1,28
302,49138,2020-02-21,16:00:00,-64.680534,-54.8576,392123.5267,3919760.683,117.71712145324,1,26
297,49138,2020-02-21,04:00:00,-64.67627,-54.861866,392408.5727,3919292.604,8.11441890525213,1,28
309,49138,2020-02-22,16:00:00,-64.67627,-54.8544,392388.6942,3920123.274,204.469445127377,1,19
305,49138,2020-02-22,04:00:00,-64.67627,-54.861866,392408.5727,3919292.604,8.11441890525213,1,28
311,49138,2020-02-23,04:00:00,-64.6752,-54.861866,392477.2441,3919294.247,15.2949134950136,1,10
317,49138,2020-02-24,04:00:00,-64.67947,-54.861866,392203.2004,3919287.685,6.36743167842134,1,6
322,49138,2020-02-24,16:00:00,-64.73493,-54.8544,388623.2862,3920031.592,3501.00977436484,0,62
331,49138,2020-02-25,16:00:00,-64.67413,-54.8608,392543.0807,3919414.493,67.2012018044543,1,8
325,49138,2020-02-25,04:00:00,-64.6752,-54.861866,392477.2441,3919294.247,15.2949134950136,1,10
338,49138,2020-02-26,16:00:00,-64.680534,-54.858665,392126.3695,3919642.191,46.9879661166844,1,26
345,49138,2020-02-27,16:00:00,-64.67733,-54.862934,392343.3887,3919172.15,1.84590333875455,1,21
341,49138,2020-02-27,04:00:00,-64.67627,-54.861866,392408.5727,3919292.604,8.11441890525213,1,28
347,49138,2020-02-28,04:00:00,-64.67627,-54.861866,392408.5727,3919292.604,8.11441890525213,1,28
350,49138,2020-02-28,16:00:00,-64.6496,-54.8928,394201.298,3915891.488,988.198856132278,0,66
355,49138,2020-02-29,04:00:00,-64.67627,-54.861866,392408.5727,3919292.604,8.11441890525213,1,28
358,49138,2020-02-29,16:00:00,-64.673065,-54.856533,392600.0936,3919890.874,5.46997265332553,1,48
369,49138,2020-03-01,16:00:00,-64.68266,-54.858665,391989.9146,3919638.915,146.320405223661,1,14
363,49138,2020-03-01,04:00:00,-64.67627,-54.861866,392408.5727,3919292.604,8.11441890525213,1,28
377,49138,2020-03-02,16:00:00,-64.673065,-54.8608,392611.433,3919416.126,123.943998384533,1,8
372,49138,2020-03-02,04:00:00,-64.67413,-54.862934,392548.7556,3919177.063,17.0309104421846,1,18
381,49138,2020-03-03,04:00:00,-64.67413,-54.861866,392545.9155,3919295.889,54.1789681757994,1,10
384,49138,2020-03-03,16:00:00,-64.6752,-54.862934,392480.086,3919175.421,20.7478309171573,1,21
389,49138,2020-03-04,04:00:00,-64.67413,-54.861866,392545.9155,3919295.889,54.1789681757994,1,10
391,49138,2020-03-04,16:00:00,-64.6368,-54.903465,395049.9036,3914724.146,2297.91763658145,0,74
403,49138,2020-03-05,16:00:00,-64.67947,-54.861866,392203.2004,3919287.685,6.36743167842134,1,6
396,49138,2020-03-05,04:00:00,-64.6496,-54.88,394167.7481,3917315.633,11.1180964611256,1,63
407,49138,2020-03-06,04:00:00,-64.6752,-54.861866,392477.2441,3919294.247,15.2949134950136,1,10
411,49138,2020-03-06,16:00:00,-64.67094,-54.864,392756.3102,3919063.348,59.7371502212687,1,23
414,49138,2020-03-07,04:00:00,-64.6752,-54.861866,392477.2441,3919294.247,15.2949134950136,1,10
417,49138,2020-03-07,16:00:00,-64.67413,-54.864,392551.5904,3919058.459,27.0301925974348,1,18
421,49138,2020-03-08,04:00:00,-64.6752,-54.861866,392477.2441,3919294.247,15.2949134950136,1,10
425,49138,2020-03-08,16:00:00,-64.6752,-54.861866,392477.2441,3919294.247,15.2949134950136,1,10
430,49138,2020-03-09,16:00:00,-64.673065,-54.87253,392642.6081,3918111.04,133.660474186718,1,80
436,49138,2020-03-10,04:00:00,-64.67413,-54.861866,392545.9155,3919295.889,54.1789681757994,1,10
439,49138,2020-03-10,16:00:00,-64.6624,-54.8576,393287.4698,3919788.457,265.723048533713,1,82
443,49138,2020-03-11,04:00:00,-64.672,-54.861866,392682.6165,3919299.154,28.6451112086743,1,2
446,49138,2020-03-11,16:00:00,-64.6592,-54.8736,393535.0349,3918013.154,71.7511793980362,1,16
451,49138,2020-03-12,04:00:00,-64.672,-54.861866,392682.6165,3919299.154,28.6451112086743,1,2
455,49138,2020-03-12,16:00:00,-64.67627,-54.858665,392400.0497,3919648.749,36.4711293052809,1,83
460,49138,2020-03-13,04:00:00,-64.672,-54.861866,392682.6165,3919299.154,28.6451112086743,1,2
464,49138,2020-03-13,16:00:00,-64.6816,-54.861866,392066.4996,3919284.405,2.55663398258246,1,11
468,49138,2020-03-14,04:00:00,-64.6752,-54.861866,392477.2441,3919294.247,15.2949134950136,1,10
470,49138,2020-03-14,16:00:00,-64.6752,-54.861866,392477.2441,3919294.247,15.2949134950136,1,10
476,49138,2020-03-15,04:00:00,-64.6752,-54.861866,392477.2441,3919294.247,15.2949134950136,1,10
479,49138,2020-03-15,16:00:00,-64.6752,-54.861866,392477.2441,3919294.247,15.2949134950136,1,10
483,49138,2020-03-16,04:00:00,-64.6752,-54.861866,392477.2441,3919294.247,15.2949134950136,1,10
487,49138,2020-03-17,04:00:00,-64.6752,-54.861866,392477.2441,3919294.247,15.2949134950136,1,10
491,49138,2020-03-17,16:00:00,-64.67627,-54.859734,392402.896,3919529.812,69.0299367022912,1,83
495,49138,2020-03-18,04:00:00,-64.67627,-54.861866,392408.5727,3919292.604,8.11441890525213,1,28
499,49138,2020-03-18,16:00:00,-64.67627,-54.861866,392408.5727,3919292.604,8.11441890525213,1,28
502,49138,2020-03-19,04:00:00,-64.6752,-54.8608,392474.4075,3919412.851,52.8064337201654,1,13
505,49138,2020-03-19,16:00:00,-64.67627,-54.862934,392411.4164,3919173.778,44.0427667206927,1,21
509,49138,2020-03-20,16:00:00,-64.67627,-54.862934,392411.4164,3919173.778,44.0427667206927,1,21
516,49138,2020-03-21,16:00:00,-64.67413,-54.861866,392545.9155,3919295.889,54.1789681757994,1,10
520,49138,2020-03-22,04:00:00,-64.67413,-54.861866,392545.9155,3919295.889,54.1789681757994,1,10
523,49138,2020-03-22,16:00:00,-64.67413,-54.861866,392545.9155,3919295.889,54.1789681757994,1,10
527,49138,2020-03-23,04:00:00,-64.67413,-54.861866,392545.9155,3919295.889,54.1789681757994,1,10
532,49138,2020-03-23,16:00:00,-64.66987,-54.859734,392813.6625,3919539.623,149.367108788728,1,92
536,49138,2020-03-24,04:00:00,-64.67413,-54.861866,392545.9155,3919295.889,54.1789681757994,1,10
539,49138,2020-03-24,16:00:00,-64.6752,-54.862934,392480.086,3919175.421,20.7478309171573,1,21
544,49138,2020-03-25,04:00:00,-64.67413,-54.861866,392545.9155,3919295.889,54.1789681757994,1,10
548,49138,2020-03-25,16:00:00,-64.672,-54.864,392688.2842,3919061.725,44.3473321874219,1,23
554,49138,2020-03-26,04:00:00,-64.673065,-54.861866,392614.266,3919297.522,70.3989933585239,1,2
557,49138,2020-03-26,16:00:00,-64.673065,-54.861866,392614.266,3919297.522,70.3989933585239,1,2
560,49138,2020-03-27,04:00:00,-64.673065,-54.861866,392614.266,3919297.522,70.3989933585239,1,2
564,49138,2020-03-27,16:00:00,-64.673065,-54.861866,392614.266,3919297.522,70.3989933585239,1,2
568,49138,2020-03-28,04:00:00,-64.673065,-54.861866,392614.266,3919297.522,70.3989933585239,1,2
573,49138,2020-03-28,16:00:00,-64.673065,-54.861866,392614.266,3919297.522,70.3989933585239,1,2
577,49138,2020-03-29,04:00:00,-64.673065,-54.862934,392617.1043,3919178.696,1.84855075933725,1,18
583,49138,2020-03-29,16:00:00,-64.58453,-54.8352,398229.2816,3922396.562,5773.77981872811,0,99
585,49138,2020-03-30,04:00:00,-64.673065,-54.861866,392614.266,3919297.522,70.3989933585239,1,2
589,49138,2020-03-30,16:00:00,-64.67413,-54.856533,392531.7341,3919889.241,1.75131595618354,1,48
593,49138,2020-03-31,04:00:00,-64.67094,-54.8608,392747.8168,3919419.382,52.8592448630593,1,2
597,49138,2020-03-31,16:00:00,-64.67094,-54.8608,392747.8168,3919419.382,52.8592448630593,1,2
606,49138,2020-04-01,16:00:00,-64.67413,-54.862934,392548.7556,3919177.063,17.0309104421846,1,18
609,49138,2020-04-02,04:00:00,-64.67094,-54.8608,392747.8168,3919419.382,52.8592448630593,1,2
612,49138,2020-04-02,16:00:00,-64.67627,-54.862934,392411.4164,3919173.778,44.0427667206927,1,21
619,49138,2020-04-03,16:00:00,-64.72,-54.849068,389567.079,3920648.461,2767.3190197853,0,112
624,49138,2020-04-04,04:00:00,-64.67627,-54.861866,392408.5727,3919292.604,8.11441890525213,1,28
628,49138,2020-04-04,16:00:00,-64.67627,-54.861866,392408.5727,3919292.604,8.11441890525213,1,28
638,49138,2020-04-05,16:00:00,-64.67947,-54.859734,392197.5129,3919524.892,22.2892074602402,1,4
633,49138,2020-04-05,04:00:00,-64.6752,-54.861866,392477.2441,3919294.247,15.2949134950136,1,10
639,49138,2020-04-06,04:00:00,-64.6752,-54.861866,392477.2441,3919294.247,15.2949134950136,1,10
644,49138,2020-04-06,16:00:00,-64.67413,-54.861866,392545.9155,3919295.889,54.1789681757994,1,10
647,49138,2020-04-07,04:00:00,-64.67094,-54.8608,392747.8168,3919419.382,52.8592448630593,1,2
650,49138,2020-04-07,16:00:00,-64.67413,-54.855465,392528.8942,3920008.067,50.8821120614245,1,33
657,49138,2020-04-08,16:00:00,-64.70613,-54.794666,390310.1543,3926722.956,6521.03185501043,0,128
660,49138,2020-04-09,04:00:00,-64.71467,-54.8,389775.6751,3926116.108,6194.41725849009,0,131
663,49138,2020-04-09,16:00:00,-64.71467,-54.8,389775.6751,3926116.108,6194.41725849009,0,131
667,49138,2020-04-10,04:00:00,-64.71467,-54.8,389775.6751,3926116.108,6194.41725849009,0,131
671,49138,2020-04-10,16:00:00,-64.72107,-54.8,389364.3045,3926106.026,6390.39951602914,0,138
675,49138,2020-04-11,04:00:00,-64.72,-54.798935,389430.173,3926226.205,6459.58736236096,0,138
679,49138,2020-04-11,16:00:00,-64.724266,-54.8032,389167.6345,3925744.951,6195.42642483572,0,141
686,49138,2020-04-12,16:00:00,-64.68587,-54.805332,391641.1163,3925567.776,5024.56676141782,0,145
693,49138,2020-04-13,16:00:00,-64.717865,-54.8,389570.3111,3926111.08,6289.65844571313,0,148
698,49138,2020-04-15,04:00:00,-64.6752,-54.801067,392315.5216,3926058.739,5415.68073886388,0,150
700,49138,2020-04-15,16:00:00,-64.64854,-54.776535,393964.9273,3928828.788,8265.71570980216,0,151
702,49138,2020-04-16,04:00:00,-64.672,-54.8,392518.3713,3926182.364,5528.13890433126,0,114
704,49138,2020-04-16,16:00:00,-64.7296,-54.8064,388833.5959,3925380.477,6105.66700561789,0,120
708,49138,2020-04-17,16:00:00,-64.7296,-54.8064,388833.5959,3925380.477,6105.66700561789,0,120
706,49138,2020-04-17,04:00:00,-64.7232,-54.804268,389239.0692,3925627.811,6058.47053824187,0,122
712,49138,2020-04-18,16:00:00,-64.672,-54.798935,392515.545,3926300.855,5646.6550930096,0,114
710,49138,2020-04-18,04:00:00,-64.72107,-54.804268,389375.9639,3925631.175,5984.08712967494,0,152
716,49138,2020-04-19,16:00:00,-64.69227,-54.786133,391178.2319,3927693.925,7200.51888533282,0,85
714,49138,2020-04-19,04:00:00,-64.71574,-54.8,389706.899,3926114.425,6225.7215476963,0,131
719,49138,2020-04-20,16:00:00,-64.71574,-54.8,389706.899,3926114.425,6225.7215476963,0,131
721,49138,2020-04-21,04:00:00,-64.72213,-54.805332,389310.7464,3925511.122,5921.75697820271,0,152
723,49138,2020-04-21,16:00:00,-64.701866,-54.7968,390590.0308,3926492.193,6206.20107857777,0,154
725,49138,2020-04-22,16:00:00,-64.656,-54.88,393757.1863,3917305.943,16.8301941802587,1,49
728,49138,2020-04-23,16:00:00,-64.67094,-54.8544,392730.8309,3920131.448,200.195602230479,1,46
727,49138,2020-04-23,04:00:00,-64.656,-54.88,393757.1863,3917305.943,16.8301941802587,1,49
730,49138,2020-04-24,16:00:00,-64.67094,-54.8544,392730.8309,3920131.448,200.195602230479,1,46
733,49138,2020-04-25,16:00:00,-64.72853,-54.8064,388902.361,3925382.174,6063.6611582295,0,120
735,49138,2020-04-26,04:00:00,-64.72,-54.805332,389447.6376,3925514.484,5847.24567119651,0,152
737,49138,2020-04-26,16:00:00,-64.70827,-54.8,390187.0461,3926126.152,6020.18616618338,0,155
739,49138,2020-04-27,04:00:00,-64.71253,-54.797867,389907.4294,3926356.785,6348.48537384935,0,110
741,49138,2020-04-27,16:00:00,-64.724266,-54.8064,389176.3928,3925388.923,5901.25129233086,0,156
743,49138,2020-04-28,04:00:00,-64.725334,-54.805332,389104.8314,3925506.058,6037.95171139138,0,153
744,49138,2020-04-28,16:00:00,-64.7072,-54.8,390255.8222,3926127.828,5993.31677942574,0,155
748,49138,2020-04-29,16:00:00,-64.7296,-54.80747,388836.5337,3925261.431,6012.13873836307,0,105
746,49138,2020-04-29,04:00:00,-64.725334,-54.804268,389101.9174,3925624.437,6135.15168162847,0,153
751,49138,2020-04-30,16:00:00,-64.72747,-54.805332,388967.5547,3925502.677,6118.03809469895,0,120
753,49138,2020-05-01,16:00:00,-64.731735,-54.80747,388699.3286,3925258.043,6098.69003518306,0,103
756,49138,2020-05-02,16:00:00,-64.731735,-54.80747,388699.3286,3925258.043,6098.69003518306,0,103
760,49138,2020-05-03,16:00:00,-64.733864,-54.80747,388562.5093,3925254.66,6186.8209716769,0,113
758,49138,2020-05-03,04:00:00,-64.725334,-54.804268,389101.9174,3925624.437,6135.15168162847,0,153
764,49138,2020-05-04,16:00:00,-64.733864,-54.80747,388562.5093,3925254.66,6186.8209716769,0,113
762,49138,2020-05-04,04:00:00,-64.725334,-54.805332,389104.8314,3925506.058,6037.95171139138,0,153
766,49138,2020-05-05,04:00:00,-64.725334,-54.804268,389101.9174,3925624.437,6135.15168162847,0,153
767,49138,2020-05-05,16:00:00,-64.70506,-54.8,390393.3745,3926131.176,5941.59983578817,0,158
771,49138,2020-05-06,16:00:00,-64.733864,-54.8064,388559.5643,3925373.707,6277.75263329833,0,104
769,49138,2020-05-06,04:00:00,-64.725334,-54.805332,389104.8314,3925506.058,6037.95171139138,0,153
775,49138,2020-05-07,16:00:00,-64.731735,-54.8064,388696.3873,3925377.089,6190.91310401939,0,104
773,49138,2020-05-07,04:00:00,-64.725334,-54.805332,389104.8314,3925506.058,6037.95171139138,0,153
779,49138,2020-05-08,16:00:00,-64.733864,-54.80747,388562.5093,3925254.66,6186.8209716769,0,113
777,49138,2020-05-08,04:00:00,-64.725334,-54.804268,389101.9174,3925624.437,6135.15168162847,0,153
782,49138,2020-05-09,16:00:00,-64.733864,-54.8064,388559.5643,3925373.707,6277.75263329833,0,104
786,49138,2020-05-10,16:00:00,-64.733864,-54.80747,388562.5093,3925254.66,6186.8209716769,0,113
784,49138,2020-05-10,04:00:00,-64.73067,-54.805332,388761.897,3925497.604,6241.74278103214,0,116
788,49138,2020-05-11,04:00:00,-64.73067,-54.805332,388761.897,3925497.604,6241.74278103214,0,116
790,49138,2020-05-11,16:00:00,-64.73067,-54.804268,388758.974,3925615.983,6335.82246171343,0,116
792,49138,2020-05-12,04:00:00,-64.73067,-54.805332,388761.897,3925497.604,6241.74278103214,0,116
793,49138,2020-05-16,16:00:00,-64.72747,-54.805332,388967.5547,3925502.677,6118.03809469895,0,120
794,49138,2020-05-17,04:00:00,-64.72747,-54.805332,388967.5547,3925502.677,6118.03809469895,0,120
795,49138,2020-05-17,16:00:00,-64.695465,-54.8064,391027.3345,3925434.077,5062.68619604186,0,160
796,49138,2020-05-18,04:00:00,-64.72747,-54.805332,388967.5547,3925502.677,6118.03809469895,0,120
797,49138,2020-05-19,04:00:00,-64.72747,-54.805332,388967.5547,3925502.677,6118.03809469895,0,120
798,49138,2020-05-19,16:00:00,-64.72853,-54.8128,388919.922,3924670.119,5514.6697375983,0,161
799,49138,2020-05-20,04:00:00,-64.724266,-54.804268,389170.5576,3925626.127,6096.51096533897,0,122
800,49138,2020-05-20,16:00:00,-64.724266,-54.80213,389164.706,3925863.997,6295.21858269555,0,141
802,49138,2020-05-21,16:00:00,-64.72747,-54.808533,388976.3323,3925146.539,5834.35725841831,0,105
801,49138,2020-05-21,04:00:00,-64.72853,-54.805332,388899.4306,3925500.998,6158.53048826793,0,120
803,49138,2020-05-22,16:00:00,-64.709335,-54.795734,390107.0175,3926599.113,6484.54579555552,0,162
804,49138,2020-05-23,04:00:00,-64.72747,-54.805332,388967.5547,3925502.677,6118.03809469895,0,120
805,49138,2020-05-23,16:00:00,-64.709335,-54.792534,390098.3362,3926955.14,6815.63526969716,0,163
806,49138,2020-05-24,04:00:00,-64.7296,-54.805332,388830.6638,3925499.301,6199.89464484319,0,120
1,49152,2020-01-14,04:00:00,-64.6656,-54.8736,393124.4086,3918003.407,107.89794696585,1,1
4,49152,2020-01-14,16:00:00,-64.6656,-54.8736,393124.4086,3918003.407,107.89794696585,1,1
8,49152,2020-01-15,04:00:00,-64.6656,-54.8736,393124.4086,3918003.407,107.89794696585,1,1
12,49152,2020-01-15,16:00:00,-64.6688,-54.8736,392919.0957,3917998.52,1.89643027650737,1,5
16,49152,2020-01-16,04:00:00,-64.6688,-54.8736,392919.0957,3917998.52,1.89643027650737,1,5
20,49152,2020-01-16,16:00:00,-64.6688,-54.8736,392919.0957,3917998.52,1.89643027650737,1,5
25,49152,2020-01-17,04:00:00,-64.66987,-54.8736,392850.4442,3917996.883,18.0373335730461,1,5
30,49152,2020-01-17,16:00:00,-64.66987,-54.87253,392847.6056,3918115.932,61.96712003856,1,5
35,49152,2020-01-18,04:00:00,-64.66987,-54.8736,392850.4442,3917996.883,18.0373335730461,1,5
39,49152,2020-01-18,16:00:00,-64.66987,-54.8736,392850.4442,3917996.883,18.0373335730461,1,5
44,49152,2020-01-19,04:00:00,-64.66987,-54.8736,392850.4442,3917996.883,18.0373335730461,1,5
47,49152,2020-01-19,16:00:00,-64.6688,-54.8736,392919.0957,3917998.52,1.89643027650737,1,5
52,49152,2020-01-20,04:00:00,-64.6688,-54.8736,392919.0957,3917998.52,1.89643027650737,1,5
55,49152,2020-01-20,16:00:00,-64.6688,-54.8736,392919.0957,3917998.52,1.89643027650737,1,5
60,49152,2020-01-21,04:00:00,-64.6688,-54.8736,392919.0957,3917998.52,1.89643027650737,1,5
64,49152,2020-01-21,16:00:00,-64.6688,-54.8736,392919.0957,3917998.52,1.89643027650737,1,5
69,49152,2020-01-22,04:00:00,-64.6688,-54.8736,392919.0957,3917998.52,1.89643027650737,1,5
72,49152,2020-01-22,16:00:00,-64.66773,-54.8736,392987.7472,3918000.155,4.06880995747202,1,5
79,49152,2020-01-23,16:00:00,-64.66773,-54.8736,392987.7472,3918000.155,4.06880995747202,1,5
76,49152,2020-01-23,04:00:00,-64.66773,-54.87467,392990.5821,3917881.106,13.3917908745856,1,17
87,49152,2020-01-24,16:00:00,-64.66773,-54.8736,392987.7472,3918000.155,4.06880995747202,1,5
92,49152,2020-01-25,04:00:00,-64.66773,-54.8736,392987.7472,3918000.155,4.06880995747202,1,5
94,49152,2020-01-25,16:00:00,-64.66773,-54.87253,392984.9123,3918119.204,95.729145808036,1,5
101,49152,2020-01-26,16:00:00,-64.6688,-54.8736,392919.0957,3917998.52,1.89643027650737,1,5
109,49152,2020-01-27,16:00:00,-64.6688,-54.87253,392916.2589,3918117.569,47.9235613296878,1,5
114,49152,2020-01-28,04:00:00,-64.66987,-54.8736,392850.4442,3917996.883,18.0373335730461,1,5
117,49152,2020-01-28,16:00:00,-64.66987,-54.87253,392847.6056,3918115.932,61.96712003856,1,5
121,49152,2020-01-29,04:00:00,-64.66987,-54.8736,392850.4442,3917996.883,18.0373335730461,1,5
124,49152,2020-01-29,16:00:00,-64.66987,-54.87253,392847.6056,3918115.932,61.96712003856,1,5
130,49152,2020-01-30,16:00:00,-64.67094,-54.869335,392770.4712,3918469.773,225.677529687475,1,20
137,49152,2020-01-31,16:00:00,-64.67094,-54.871468,392776.1332,3918232.454,146.835478546794,1,22
141,49152,2020-02-01,04:00:00,-64.67094,-54.871468,392776.1332,3918232.454,146.835478546794,1,22
145,49152,2020-02-01,16:00:00,-64.67094,-54.865067,392759.1424,3918944.633,36.2924384651368,1,23
152,49152,2020-02-02,16:00:00,-64.67094,-54.8704,392773.2982,3918351.28,265.683795101791,1,22
149,49152,2020-02-02,04:00:00,-64.67094,-54.8672,392764.8041,3918707.314,21.0774256553349,1,25
161,49152,2020-02-03,16:00:00,-64.67413,-54.862934,392548.7556,3919177.063,17.0309104421846,1,18
156,49152,2020-02-03,04:00:00,-64.67094,-54.8672,392764.8041,3918707.314,21.0774256553349,1,25
169,49152,2020-02-04,16:00:00,-64.680534,-54.8576,392123.5267,3919760.683,117.71712145324,1,26
174,49152,2020-02-05,16:00:00,-64.67947,-54.861866,392203.2004,3919287.685,6.36743167842134,1,6
178,49152,2020-02-06,04:00:00,-64.673065,-54.8672,392628.4419,3918704.059,68.8241993309245,1,31
186,49152,2020-02-06,16:00:00,-64.673065,-54.855465,392597.2556,3920009.7,30.5312344829691,1,33
191,49152,2020-02-07,16:00:00,-64.65707,-54.85227,393615.552,3920389.583,749.271363341148,0,35
196,49152,2020-02-08,16:00:00,-64.66987,-54.864,392824.9781,3919064.986,111.807028923392,1,38
201,49152,2020-02-09,04:00:00,-64.67094,-54.864,392756.3102,3919063.348,59.7371502212687,1,23
208,49152,2020-02-09,16:00:00,-64.6272,-54.8576,395546.8161,3919841.509,2363.78534800298,0,42
214,49152,2020-02-10,16:00:00,-64.66773,-54.866135,392967.9698,3918830.716,102.59683518549,1,45
224,49152,2020-02-11,16:00:00,-64.6816,-54.8608,392063.6522,3919403.009,39.2051224232796,1,11
219,49152,2020-02-11,04:00:00,-64.6688,-54.862934,392890.8201,3919185.226,119.172237509283,1,38
233,49152,2020-02-12,16:00:00,-64.658134,-54.875732,393609.0462,3917777.566,24.757600317679,1,37
236,49152,2020-02-13,04:00:00,-64.66987,-54.8736,392850.4442,3917996.883,18.0373335730461,1,5
240,49152,2020-02-13,16:00:00,-64.67947,-54.8608,392200.3566,3919406.288,37.4401141962294,1,6
247,49152,2020-02-14,04:00:00,-64.67947,-54.859734,392197.5129,3919524.892,22.2892074602402,1,4
256,49152,2020-02-15,16:00:00,-64.6816,-54.8608,392063.6522,3919403.009,39.2051224232796,1,11
263,49152,2020-02-16,16:00:00,-64.6816,-54.8608,392063.6522,3919403.009,39.2051224232796,1,11
271,49152,2020-02-17,16:00:00,-64.673065,-54.8672,392628.4419,3918704.059,68.8241993309245,1,31
268,49152,2020-02-17,04:00:00,-64.673065,-54.866135,392625.6114,3918822.551,15.3290596259826,1,32
277,49152,2020-02-18,04:00:00,-64.673065,-54.866135,392625.6114,3918822.551,15.3290596259826,1,32
280,49152,2020-02-18,16:00:00,-64.664536,-54.8704,393184.2133,3918361.065,404.669102712639,0,51
288,49152,2020-02-19,16:00:00,-64.673065,-54.866135,392625.6114,3918822.551,15.3290596259826,1,32
300,49152,2020-02-21,16:00:00,-64.66347,-54.8736,393261.0702,3918006.655,209.424804338762,1,1
308,49152,2020-02-22,16:00:00,-64.67947,-54.8608,392200.3566,3919406.288,37.4401141962294,1,6
304,49152,2020-02-22,04:00:00,-64.673065,-54.866135,392625.6114,3918822.551,15.3290596259826,1,32
316,49152,2020-02-23,16:00:00,-64.73814,-54.82453,388334.7891,3923349.785,5130.61726229153,0,61
321,49152,2020-02-24,16:00:00,-64.68266,-54.8608,391995.6209,3919401.375,106.814941132125,1,11
329,49152,2020-02-25,16:00:00,-64.673065,-54.8672,392628.4419,3918704.059,68.8241993309245,1,31
337,49152,2020-02-26,16:00:00,-64.6688,-54.8704,392910.6121,3918354.554,282.481664154567,1,64
344,49152,2020-02-27,16:00:00,-64.67094,-54.868267,392767.6363,3918588.599,113.650091825638,1,20
340,49152,2020-02-27,04:00:00,-64.6752,-54.866135,392488.604,3918819.276,140.634432980177,1,32
